date,commodity,market,min_price,max_price,modal_price,arrivals
2023-11-06,Onion,Azadpur (Delhi),2454.37,3123.75,2789.06,1803.9
2023-11-07,Onion,Azadpur (Delhi),2281.83,2904.15,2592.99,1404.0
2023-11-08,Onion,Azadpur (Delhi),2259.12,2875.24,2567.18,662.4
2023-11-09,Onion,Azadpur (Delhi),2203.38,2804.3,2503.84,3159.6
2023-11-10,Onion,Azadpur (Delhi),2369.97,3016.33,2693.15,1502.4
2023-11-11,Onion,Azadpur (Delhi),2479.07,3155.19,2817.13,2281.2
2023-11-12,Onion,Azadpur (Delhi),2560.9,3259.32,2910.11,1312.4
2023-11-13,Onion,Azadpur (Delhi),2862.78,3643.54,3253.16,2308.8
2023-11-14,Onion,Azadpur (Delhi),2820.88,3590.2,3205.54,641.7
2023-11-15,Onion,Azadpur (Delhi),2850.97,3628.51,3239.74,2404.5
2023-11-16,Onion,Azadpur (Delhi),2843.13,3618.53,3230.83,2889.7
2023-11-17,Onion,Azadpur (Delhi),2820.89,3590.23,3205.56,1691.4
2023-11-18,Onion,Azadpur (Delhi),2963.66,3771.92,3367.79,2109.7
2023-11-19,Onion,Azadpur (Delhi),3164.14,4027.08,3595.61,2873.2
2023-11-20,Onion,Azadpur (Delhi),3083.78,3924.8,3504.29,2044.9
2023-11-21,Onion,Azadpur (Delhi),3261.68,4151.24,3706.46,2000.5
2023-11-22,Onion,Azadpur (Delhi),3184.68,4053.24,3618.96,1632.7
2023-11-23,Onion,Azadpur (Delhi),3484.91,4435.35,3960.13,1989.5
2023-11-24,Onion,Azadpur (Delhi),3573.8,4548.48,4061.14,835.7
2023-11-25,Onion,Azadpur (Delhi),3343.44,4255.28,3799.36,1023.7
2023-11-26,Onion,Azadpur (Delhi),3445.33,4384.97,3915.15,1591.8
2023-11-27,Onion,Azadpur (Delhi),3276.32,4169.86,3723.09,2109.7
2023-11-28,Onion,Azadpur (Delhi),3037.48,3865.88,3451.68,630.4
2023-11-29,Onion,Azadpur (Delhi),3066.6,3902.94,3484.77,2991.3
2023-11-30,Onion,Azadpur (Delhi),3126.98,3979.8,3553.39,1819.2
2023-12-01,Onion,Azadpur (Delhi),3067.21,3903.73,3485.47,2200.8
2023-12-02,Onion,Azadpur (Delhi),3141.57,3998.37,3569.97,475.7
2023-12-03,Onion,Azadpur (Delhi),3138.32,3994.22,3566.27,2311.9
2023-12-04,Onion,Azadpur (Delhi),3055.17,3888.39,3471.78,987.6
2023-12-05,Onion,Azadpur (Delhi),3263.88,4154.02,3708.95,2331.9
2023-12-06,Onion,Azadpur (Delhi),3262.91,4152.79,3707.85,3436.4
2023-12-07,Onion,Azadpur (Delhi),3462.72,4407.1,3934.91,1754.6
2023-12-08,Onion,Azadpur (Delhi),3587.39,4565.77,4076.58,3472.7
2023-12-09,Onion,Azadpur (Delhi),3412.0,4342.54,3877.27,1611.0
2023-12-10,Onion,Azadpur (Delhi),3623.65,4611.91,4117.78,1858.0
2023-12-11,Onion,Azadpur (Delhi),3639.81,4632.49,4136.15,3196.8
2023-12-12,Onion,Azadpur (Delhi),3876.07,4933.19,4404.63,2639.9
2023-12-13,Onion,Azadpur (Delhi),3811.97,4851.59,4331.78,3021.6
2023-12-14,Onion,Azadpur (Delhi),3693.15,4700.37,4196.76,3245.6
2023-12-15,Onion,Azadpur (Delhi),3612.63,4597.89,4105.26,725.2
2023-12-16,Onion,Azadpur (Delhi),3738.09,4757.57,4247.83,1334.2
2023-12-17,Onion,Azadpur (Delhi),3439.74,4377.84,3908.79,409.2
2023-12-18,Onion,Azadpur (Delhi),3638.11,4630.33,4134.22,1327.6
2023-12-19,Onion,Azadpur (Delhi),3457.47,4400.41,3928.94,2705.9
2023-12-20,Onion,Azadpur (Delhi),3436.07,4373.19,3904.63,1066.1
2023-12-21,Onion,Azadpur (Delhi),3230.77,4111.89,3671.33,465.7
2023-12-22,Onion,Azadpur (Delhi),3243.09,4127.57,3685.33,952.7
2023-12-23,Onion,Azadpur (Delhi),3420.16,4352.94,3886.55,927.9
2023-12-24,Onion,Azadpur (Delhi),3343.14,4254.9,3799.02,737.8
2023-12-25,Onion,Azadpur (Delhi),3387.86,4311.82,3849.84,1357.2
2023-12-26,Onion,Azadpur (Delhi),3251.88,4138.76,3695.32,2252.5
2023-12-27,Onion,Azadpur (Delhi),2999.02,3816.94,3407.98,1029.3
2023-12-28,Onion,Azadpur (Delhi),3068.23,3905.01,3486.62,2721.8
2023-12-29,Onion,Azadpur (Delhi),3092.8,3936.28,3514.54,2373.3
2023-12-30,Onion,Azadpur (Delhi),2871.72,3654.92,3263.32,2367.8
2023-12-31,Onion,Azadpur (Delhi),2800.1,3563.76,3181.93,1425.1
2024-01-01,Onion,Azadpur (Delhi),3036.57,3864.73,3450.65,3131.3
2024-01-02,Onion,Azadpur (Delhi),2891.06,3679.54,3285.3,1769.8
2024-01-03,Onion,Azadpur (Delhi),2986.79,3801.37,3394.08,1423.9
2024-01-04,Onion,Azadpur (Delhi),3124.05,3976.07,3550.06,1479.5
2024-01-05,Onion,Azadpur (Delhi),3067.09,3903.57,3485.33,2750.1
2024-01-06,Onion,Azadpur (Delhi),2988.35,3803.35,3395.85,2728.1
2024-01-07,Onion,Azadpur (Delhi),3111.39,3959.95,3535.67,794.0
2024-01-08,Onion,Azadpur (Delhi),2905.86,3698.36,3302.11,3282.2
2024-01-09,Onion,Azadpur (Delhi),2930.1,3729.22,3329.66,2374.8
2024-01-10,Onion,Azadpur (Delhi),2680.83,3411.97,3046.4,956.8
2024-01-11,Onion,Azadpur (Delhi),2692.69,3427.05,3059.87,2367.6
2024-01-12,Onion,Azadpur (Delhi),2703.34,3440.62,3071.98,2074.4
2024-01-13,Onion,Azadpur (Delhi),2789.32,3550.04,3169.68,3481.6
2024-01-14,Onion,Azadpur (Delhi),2924.23,3721.75,3322.99,1069.8
2024-01-15,Onion,Azadpur (Delhi),2975.04,3786.42,3380.73,3223.6
2024-01-16,Onion,Azadpur (Delhi),2826.42,3597.26,3211.84,2293.6
2024-01-17,Onion,Azadpur (Delhi),2854.02,3632.4,3243.21,1607.2
2024-01-18,Onion,Azadpur (Delhi),3069.01,3906.01,3487.51,1893.0
2024-01-19,Onion,Azadpur (Delhi),3033.08,3860.28,3446.68,2041.9
2024-01-20,Onion,Azadpur (Delhi),2957.37,3763.93,3360.65,1455.5
2024-01-21,Onion,Azadpur (Delhi),3052.3,3884.74,3468.52,1952.4
2024-01-22,Onion,Azadpur (Delhi),3168.84,4033.08,3600.96,1831.7
2024-01-23,Onion,Azadpur (Delhi),3031.72,3858.56,3445.14,611.8
2024-01-24,Onion,Azadpur (Delhi),3001.84,3820.52,3411.18,2633.6
2024-01-25,Onion,Azadpur (Delhi),2873.71,3657.45,3265.58,1867.0
2024-01-26,Onion,Azadpur (Delhi),2770.87,3526.57,3148.72,3030.4
2024-01-27,Onion,Azadpur (Delhi),2596.6,3304.76,2950.68,2551.8
2024-01-28,Onion,Azadpur (Delhi),2497.05,3178.07,2837.56,610.4
2024-01-29,Onion,Azadpur (Delhi),2443.78,3110.26,2777.02,2120.0
2024-01-30,Onion,Azadpur (Delhi),2376.73,3024.93,2700.83,1835.4
2024-01-31,Onion,Azadpur (Delhi),2364.24,3009.04,2686.64,1265.9
2024-02-01,Onion,Azadpur (Delhi),2520.12,3207.42,2863.77,3371.8
2024-02-02,Onion,Azadpur (Delhi),2811.03,3577.67,3194.35,1544.1
2024-02-03,Onion,Azadpur (Delhi),2715.68,3456.32,3086.0,2183.4
2024-02-04,Onion,Azadpur (Delhi),2601.02,3310.38,2955.7,2141.9
2024-02-05,Onion,Azadpur (Delhi),2528.97,3218.69,2873.83,3318.1
2024-02-06,Onion,Azadpur (Delhi),2683.16,3414.94,3049.05,1482.7
2024-02-07,Onion,Azadpur (Delhi),2469.08,3142.46,2805.77,1263.4
2024-02-08,Onion,Azadpur (Delhi),2354.41,2996.53,2675.47,3254.5
2024-02-09,Onion,Azadpur (Delhi),2550.06,3245.52,2897.79,1887.5
2024-02-10,Onion,Azadpur (Delhi),2604.91,3315.35,2960.13,1837.8
2024-02-11,Onion,Azadpur (Delhi),2741.73,3489.47,3115.6,613.4
2024-02-12,Onion,Azadpur (Delhi),2597.94,3306.46,2952.2,3249.3
2024-02-13,Onion,Azadpur (Delhi),2755.05,3506.43,3130.74,1820.1
2024-02-14,Onion,Azadpur (Delhi),2721.03,3463.13,3092.08,2940.4
2024-02-15,Onion,Azadpur (Delhi),2756.27,3507.99,3132.13,2490.8
2024-02-16,Onion,Azadpur (Delhi),2845.73,3621.83,3233.78,1531.4
2024-02-17,Onion,Azadpur (Delhi),2946.18,3749.68,3347.93,1131.4
2024-02-18,Onion,Azadpur (Delhi),3049.47,3881.15,3465.31,3493.3
2024-02-19,Onion,Azadpur (Delhi),2845.08,3621.02,3233.05,1408.8
2024-02-20,Onion,Azadpur (Delhi),2872.27,3655.61,3263.94,3335.5
2024-02-21,Onion,Azadpur (Delhi),2708.6,3447.32,3077.96,970.5
2024-02-22,Onion,Azadpur (Delhi),2614.86,3328.0,2971.43,2886.5
2024-02-23,Onion,Azadpur (Delhi),2677.28,3407.44,3042.36,917.8
2024-02-24,Onion,Azadpur (Delhi),2667.49,3394.99,3031.24,2084.2
2024-02-25,Onion,Azadpur (Delhi),2556.21,3253.35,2904.78,3427.7
2024-02-26,Onion,Azadpur (Delhi),2663.69,3390.15,3026.92,2010.2
2024-02-27,Onion,Azadpur (Delhi),2630.81,3348.31,2989.56,2181.4
2024-02-28,Onion,Azadpur (Delhi),2414.52,3073.02,2743.77,3268.2
2024-02-29,Onion,Azadpur (Delhi),2537.59,3229.65,2883.62,557.1
2024-03-01,Onion,Azadpur (Delhi),2583.6,3288.22,2935.91,1811.3
2024-03-02,Onion,Azadpur (Delhi),2686.51,3419.19,3052.85,789.0
2024-03-03,Onion,Azadpur (Delhi),2741.24,3488.84,3115.04,1307.1
2024-03-04,Onion,Azadpur (Delhi),2612.65,3325.19,2968.92,2763.7
2024-03-05,Onion,Azadpur (Delhi),2560.32,3258.58,2909.45,901.5
2024-03-06,Onion,Azadpur (Delhi),2439.0,3104.18,2771.59,2059.8
2024-03-07,Onion,Azadpur (Delhi),2309.96,2939.96,2624.96,1980.1
2024-03-08,Onion,Azadpur (Delhi),2388.05,3039.33,2713.69,1677.1
2024-03-09,Onion,Azadpur (Delhi),2411.82,3069.6,2740.71,521.8
2024-03-10,Onion,Azadpur (Delhi),2393.65,3046.47,2720.06,937.6
2024-03-11,Onion,Azadpur (Delhi),2316.38,2948.12,2632.25,2508.6
2024-03-12,Onion,Azadpur (Delhi),2261.36,2878.1,2569.73,1040.8
2024-03-13,Onion,Azadpur (Delhi),2190.7,2788.16,2489.43,1887.0
2024-03-14,Onion,Azadpur (Delhi),2230.76,2839.16,2534.96,534.1
2024-03-15,Onion,Azadpur (Delhi),2306.96,2936.14,2621.55,973.6
2024-03-16,Onion,Azadpur (Delhi),2305.14,2933.82,2619.48,3081.2
2024-03-17,Onion,Azadpur (Delhi),2239.66,2850.48,2545.07,3169.1
2024-03-18,Onion,Azadpur (Delhi),2346.44,2986.38,2666.41,602.4
2024-03-19,Onion,Azadpur (Delhi),2380.96,3030.32,2705.64,2930.2
2024-03-20,Onion,Azadpur (Delhi),2296.59,2922.93,2609.76,2539.6
2024-03-21,Onion,Azadpur (Delhi),2330.62,2966.24,2648.43,1378.9
2024-03-22,Onion,Azadpur (Delhi),2364.9,3009.88,2687.39,2651.8
2024-03-23,Onion,Azadpur (Delhi),2240.68,2851.78,2546.23,2785.6
2024-03-24,Onion,Azadpur (Delhi),2216.54,2821.06,2518.8,2949.7
2024-03-25,Onion,Azadpur (Delhi),2163.83,2753.97,2458.9,772.2
2024-03-26,Onion,Azadpur (Delhi),2295.89,2922.05,2608.97,2869.9
2024-03-27,Onion,Azadpur (Delhi),2277.65,2898.83,2588.24,3036.9
2024-03-28,Onion,Azadpur (Delhi),2248.0,2861.1,2554.55,3098.0
2024-03-29,Onion,Azadpur (Delhi),2247.81,2860.85,2554.33,3234.5
2024-03-30,Onion,Azadpur (Delhi),2276.72,2897.64,2587.18,2713.6
2024-03-31,Onion,Azadpur (Delhi),2276.6,2897.48,2587.04,1634.1
2024-04-01,Onion,Azadpur (Delhi),2326.98,2961.6,2644.29,2505.5
2024-04-02,Onion,Azadpur (Delhi),2355.72,2998.18,2676.95,3461.2
2024-04-03,Onion,Azadpur (Delhi),2466.19,3138.79,2802.49,1255.2
2024-04-04,Onion,Azadpur (Delhi),2483.5,3160.82,2822.16,2858.8
2024-04-05,Onion,Azadpur (Delhi),2462.75,3134.41,2798.58,475.5
2024-04-06,Onion,Azadpur (Delhi),2515.11,3201.05,2858.08,783.0
2024-04-07,Onion,Azadpur (Delhi),2621.85,3336.89,2979.37,2059.8
2024-04-08,Onion,Azadpur (Delhi),2522.9,3210.96,2866.93,2242.3
2024-04-09,Onion,Azadpur (Delhi),2434.11,3097.95,2766.03,3278.3
2024-04-10,Onion,Azadpur (Delhi),2368.11,3013.95,2691.03,1050.5
2024-04-11,Onion,Azadpur (Delhi),2380.07,3029.17,2704.62,1836.2
2024-04-12,Onion,Azadpur (Delhi),2183.6,2779.12,2481.36,1294.8
2024-04-13,Onion,Azadpur (Delhi),2112.48,2688.62,2400.55,3040.4
2024-04-14,Onion,Azadpur (Delhi),1993.05,2536.61,2264.83,2661.8
2024-04-15,Onion,Azadpur (Delhi),2037.6,2593.32,2315.46,428.8
2024-04-16,Onion,Azadpur (Delhi),2197.84,2797.24,2497.54,518.3
2024-04-17,Onion,Azadpur (Delhi),2203.73,2804.75,2504.24,715.3
2024-04-18,Onion,Azadpur (Delhi),2068.14,2632.18,2350.16,2125.7
2024-04-19,Onion,Azadpur (Delhi),2118.53,2696.31,2407.42,3233.0
2024-04-20,Onion,Azadpur (Delhi),2025.08,2577.38,2301.23,821.4
2024-04-21,Onion,Azadpur (Delhi),1912.15,2433.65,2172.9,2112.7
2024-04-22,Onion,Azadpur (Delhi),1768.48,2250.8,2009.64,1472.2
2024-04-23,Onion,Azadpur (Delhi),1932.15,2459.11,2195.63,3110.2
2024-04-24,Onion,Azadpur (Delhi),1974.41,2512.89,2243.65,2784.7
2024-04-25,Onion,Azadpur (Delhi),1999.48,2544.8,2272.14,3267.4
2024-04-26,Onion,Azadpur (Delhi),1983.6,2524.58,2254.09,1424.8
2024-04-27,Onion,Azadpur (Delhi),1925.0,2450.0,2187.5,2278.4
2024-04-28,Onion,Azadpur (Delhi),1903.9,2423.14,2163.52,2068.2
2024-04-29,Onion,Azadpur (Delhi),1917.57,2440.55,2179.06,1538.6
2024-04-30,Onion,Azadpur (Delhi),2042.86,2600.0,2321.43,1078.5
2024-05-01,Onion,Azadpur (Delhi),1951.86,2484.18,2218.02,619.5
2024-05-02,Onion,Azadpur (Delhi),2000.28,2545.82,2273.05,2724.6
2024-05-03,Onion,Azadpur (Delhi),1929.57,2455.81,2192.69,2389.0
2024-05-04,Onion,Azadpur (Delhi),1799.93,2290.83,2045.38,1208.0
2024-05-05,Onion,Azadpur (Delhi),1796.7,2286.72,2041.71,3168.3
2024-05-06,Onion,Azadpur (Delhi),1744.86,2220.74,1982.8,3100.0
2024-05-07,Onion,Azadpur (Delhi),1614.72,2055.1,1834.91,2979.0
2024-05-08,Onion,Azadpur (Delhi),1728.21,2199.55,1963.88,537.7
2024-05-09,Onion,Azadpur (Delhi),1861.89,2369.67,2115.78,3063.0
2024-05-10,Onion,Azadpur (Delhi),1819.74,2316.04,2067.89,1411.4
2024-05-11,Onion,Azadpur (Delhi),1776.98,2261.6,2019.29,592.4
2024-05-12,Onion,Azadpur (Delhi),1729.01,2200.55,1964.78,1242.2
2024-05-13,Onion,Azadpur (Delhi),1849.33,2353.69,2101.51,2458.5
2024-05-14,Onion,Azadpur (Delhi),1846.74,2350.4,2098.57,3146.9
2024-05-15,Onion,Azadpur (Delhi),1808.04,2301.14,2054.59,1050.5
2024-05-16,Onion,Azadpur (Delhi),1813.33,2307.87,2060.6,690.4
2024-05-17,Onion,Azadpur (Delhi),1760.45,2240.57,2000.51,2108.7
2024-05-18,Onion,Azadpur (Delhi),1730.61,2202.59,1966.6,1651.7
2024-05-19,Onion,Azadpur (Delhi),1641.71,2089.45,1865.58,3012.1
2024-05-20,Onion,Azadpur (Delhi),1711.0,2177.64,1944.32,1370.1
2024-05-21,Onion,Azadpur (Delhi),1858.09,2364.85,2111.47,2600.5
2024-05-22,Onion,Azadpur (Delhi),1864.81,2373.39,2119.1,3130.2
2024-05-23,Onion,Azadpur (Delhi),1796.06,2285.9,2040.98,782.0
2024-05-24,Onion,Azadpur (Delhi),1728.97,2200.51,1964.74,964.0
2024-05-25,Onion,Azadpur (Delhi),1746.81,2223.21,1985.01,1841.6
2024-05-26,Onion,Azadpur (Delhi),1817.89,2313.67,2065.78,1919.3
2024-05-27,Onion,Azadpur (Delhi),1877.4,2389.42,2133.41,992.3
2024-05-28,Onion,Azadpur (Delhi),1767.18,2249.14,2008.16,3319.3
2024-05-29,Onion,Azadpur (Delhi),1757.9,2237.32,1997.61,580.1
2024-05-30,Onion,Azadpur (Delhi),1727.72,2198.92,1963.32,3170.2
2024-05-31,Onion,Azadpur (Delhi),1676.8,2134.1,1905.45,1503.4
2024-06-01,Onion,Azadpur (Delhi),1659.33,2111.87,1885.6,1271.5
2024-06-02,Onion,Azadpur (Delhi),1582.95,2014.67,1798.81,1079.1
2024-06-03,Onion,Azadpur (Delhi),1641.33,2088.97,1865.15,2062.1
2024-06-04,Onion,Azadpur (Delhi),1630.8,2075.56,1853.18,1228.5
2024-06-05,Onion,Azadpur (Delhi),1618.75,2060.23,1839.49,748.7
2024-06-06,Onion,Azadpur (Delhi),1534.43,1952.91,1743.67,3367.4
2024-06-07,Onion,Azadpur (Delhi),1478.78,1882.08,1680.43,1734.0
2024-06-08,Onion,Azadpur (Delhi),1565.94,1993.02,1779.48,3223.4
2024-06-09,Onion,Azadpur (Delhi),1393.14,1773.08,1583.11,402.8
2024-06-10,Onion,Azadpur (Delhi),1356.51,1726.47,1541.49,528.3
2024-06-11,Onion,Azadpur (Delhi),1302.95,1658.29,1480.62,3196.2
2024-06-12,Onion,Azadpur (Delhi),1366.58,1739.28,1552.93,2765.4
2024-06-13,Onion,Azadpur (Delhi),1466.88,1866.94,1666.91,2390.8
2024-06-14,Onion,Azadpur (Delhi),1429.28,1819.08,1624.18,1094.7
2024-06-15,Onion,Azadpur (Delhi),1504.66,1915.02,1709.84,765.6
2024-06-16,Onion,Azadpur (Delhi),1398.6,1780.04,1589.32,3379.0
2024-06-17,Onion,Azadpur (Delhi),1425.46,1814.22,1619.84,450.5
2024-06-18,Onion,Azadpur (Delhi),1398.79,1780.27,1589.53,2233.0
2024-06-19,Onion,Azadpur (Delhi),1441.63,1834.81,1638.22,1991.1
2024-06-20,Onion,Azadpur (Delhi),1376.46,1751.86,1564.16,1693.1
2024-06-21,Onion,Azadpur (Delhi),1482.36,1886.64,1684.5,3438.2
2024-06-22,Onion,Azadpur (Delhi),1565.29,1992.19,1778.74,472.6
2024-06-23,Onion,Azadpur (Delhi),1687.73,2148.03,1917.88,3154.9
2024-06-24,Onion,Azadpur (Delhi),1764.47,2245.69,2005.08,1691.7
2024-06-25,Onion,Azadpur (Delhi),1788.18,2275.86,2032.02,502.1
2024-06-26,Onion,Azadpur (Delhi),1687.17,2147.31,1917.24,710.7
2024-06-27,Onion,Azadpur (Delhi),1695.82,2158.32,1927.07,3431.4
2024-06-28,Onion,Azadpur (Delhi),1704.49,2169.35,1936.92,2192.2
2024-06-29,Onion,Azadpur (Delhi),1641.38,2089.02,1865.2,2167.2
2024-06-30,Onion,Azadpur (Delhi),1597.46,2033.14,1815.3,965.0
2024-07-01,Onion,Azadpur (Delhi),1557.46,1982.22,1769.84,1179.6
2024-07-02,Onion,Azadpur (Delhi),1544.4,1965.6,1755.0,3139.5
2024-07-03,Onion,Azadpur (Delhi),1452.92,1849.16,1651.04,2567.4
2024-07-04,Onion,Azadpur (Delhi),1487.75,1893.49,1690.62,2614.8
2024-07-05,Onion,Azadpur (Delhi),1509.07,1920.63,1714.85,973.6
2024-07-06,Onion,Azadpur (Delhi),1401.07,1783.17,1592.12,1940.9
2024-07-07,Onion,Azadpur (Delhi),1444.46,1838.4,1641.43,2665.1
2024-07-08,Onion,Azadpur (Delhi),1463.88,1863.12,1663.5,3196.1
2024-07-09,Onion,Azadpur (Delhi),1508.58,1920.0,1714.29,791.8
2024-07-10,Onion,Azadpur (Delhi),1520.33,1934.97,1727.65,1148.9
2024-07-11,Onion,Azadpur (Delhi),1505.06,1915.52,1710.29,887.9
2024-07-12,Onion,Azadpur (Delhi),1550.48,1973.34,1761.91,874.1
2024-07-13,Onion,Azadpur (Delhi),1616.38,2057.2,1836.79,3005.4
2024-07-14,Onion,Azadpur (Delhi),1491.77,1898.61,1695.19,2009.1
2024-07-15,Onion,Azadpur (Delhi),1472.62,1874.24,1673.43,3135.2
2024-07-16,Onion,Azadpur (Delhi),1433.58,1824.56,1629.07,1425.2
2024-07-17,Onion,Azadpur (Delhi),1476.59,1879.29,1677.94,1680.8
2024-07-18,Onion,Azadpur (Delhi),1420.87,1808.37,1614.62,3485.0
2024-07-19,Onion,Azadpur (Delhi),1340.2,1705.7,1522.95,443.0
2024-07-20,Onion,Azadpur (Delhi),1465.01,1864.55,1664.78,1265.5
2024-07-21,Onion,Azadpur (Delhi),1588.14,2021.28,1804.71,2734.1
2024-07-22,Onion,Azadpur (Delhi),1789.09,2277.03,2033.06,3256.3
2024-07-23,Onion,Azadpur (Delhi),1760.47,2240.59,2000.53,1309.4
2024-07-24,Onion,Azadpur (Delhi),1681.9,2140.6,1911.25,3116.9
2024-07-25,Onion,Azadpur (Delhi),1684.55,2143.97,1914.26,1106.2
2024-07-26,Onion,Azadpur (Delhi),1608.65,2047.37,1828.01,2047.7
2024-07-27,Onion,Azadpur (Delhi),1670.58,2126.2,1898.39,1117.8
2024-07-28,Onion,Azadpur (Delhi),1665.42,2119.62,1892.52,2704.6
2024-07-29,Onion,Azadpur (Delhi),1677.82,2135.4,1906.61,2167.7
2024-07-30,Onion,Azadpur (Delhi),1522.15,1937.29,1729.72,908.6
2024-07-31,Onion,Azadpur (Delhi),1626.5,2070.1,1848.3,3342.0
2024-08-01,Onion,Azadpur (Delhi),1606.83,2045.05,1825.94,637.7
2024-08-02,Onion,Azadpur (Delhi),1710.07,2176.45,1943.26,3448.8
2024-08-03,Onion,Azadpur (Delhi),1722.42,2192.18,1957.3,996.4
2024-08-04,Onion,Azadpur (Delhi),1629.54,2073.96,1851.75,2842.2
2024-08-05,Onion,Azadpur (Delhi),1669.69,2125.07,1897.38,941.1
2024-08-06,Onion,Azadpur (Delhi),1659.28,2111.8,1885.54,3049.3
2024-08-07,Onion,Azadpur (Delhi),1667.01,2121.65,1894.33,466.3
2024-08-08,Onion,Azadpur (Delhi),1613.12,2053.06,1833.09,2063.9
2024-08-09,Onion,Azadpur (Delhi),1675.88,2132.94,1904.41,3171.9
2024-08-10,Onion,Azadpur (Delhi),1613.08,2053.02,1833.05,575.1
2024-08-11,Onion,Azadpur (Delhi),1658.94,2111.38,1885.16,2543.9
2024-08-12,Onion,Azadpur (Delhi),1592.22,2026.46,1809.34,2322.2
2024-08-13,Onion,Azadpur (Delhi),1637.28,2083.82,1860.55,3282.2
2024-08-14,Onion,Azadpur (Delhi),1748.81,2225.75,1987.28,2667.5
2024-08-15,Onion,Azadpur (Delhi),1748.56,2225.44,1987.0,2332.6
2024-08-16,Onion,Azadpur (Delhi),1717.72,2186.2,1951.96,3260.2
2024-08-17,Onion,Azadpur (Delhi),1758.97,2238.69,1998.83,2374.5
2024-08-18,Onion,Azadpur (Delhi),1929.27,2455.43,2192.35,1844.3
2024-08-19,Onion,Azadpur (Delhi),2009.23,2557.21,2283.22,1442.3
2024-08-20,Onion,Azadpur (Delhi),1979.88,2519.84,2249.86,2094.0
2024-08-21,Onion,Azadpur (Delhi),1985.91,2527.53,2256.72,1325.0
2024-08-22,Onion,Azadpur (Delhi),1963.95,2499.57,2231.76,2426.9
2024-08-23,Onion,Azadpur (Delhi),2034.1,2588.86,2311.48,2197.1
2024-08-24,Onion,Azadpur (Delhi),2017.73,2568.03,2292.88,1842.9
2024-08-25,Onion,Azadpur (Delhi),2146.19,2731.51,2438.85,1785.2
2024-08-26,Onion,Azadpur (Delhi),2133.27,2715.07,2424.17,2930.5
2024-08-27,Onion,Azadpur (Delhi),2033.19,2587.69,2310.44,1062.7
2024-08-28,Onion,Azadpur (Delhi),2200.12,2800.16,2500.14,3009.1
2024-08-29,Onion,Azadpur (Delhi),2293.13,2918.53,2605.83,3422.0
2024-08-30,Onion,Azadpur (Delhi),2266.58,2884.74,2575.66,3216.3
2024-08-31,Onion,Azadpur (Delhi),2224.49,2831.17,2527.83,2453.3
2024-09-01,Onion,Azadpur (Delhi),2346.21,2986.09,2666.15,1927.2
2024-09-02,Onion,Azadpur (Delhi),2294.84,2920.7,2607.77,670.7
2024-09-03,Onion,Azadpur (Delhi),2415.04,3073.68,2744.36,2021.1
2024-09-04,Onion,Azadpur (Delhi),2471.23,3145.21,2808.22,3126.3
2024-09-05,Onion,Azadpur (Delhi),2618.44,3332.56,2975.5,509.3
2024-09-06,Onion,Azadpur (Delhi),2451.38,3119.94,2785.66,2046.5
2024-09-07,Onion,Azadpur (Delhi),2596.96,3305.22,2951.09,1221.4
2024-09-08,Onion,Azadpur (Delhi),2500.68,3182.68,2841.68,2736.5
2024-09-09,Onion,Azadpur (Delhi),2459.49,3130.27,2794.88,1853.4
2024-09-10,Onion,Azadpur (Delhi),2384.05,3034.25,2709.15,2247.5
2024-09-11,Onion,Azadpur (Delhi),2357.04,2999.86,2678.45,2858.7
2024-09-12,Onion,Azadpur (Delhi),2280.63,2902.63,2591.63,1158.8
2024-09-13,Onion,Azadpur (Delhi),2258.78,2874.82,2566.8,2773.0
2024-09-14,Onion,Azadpur (Delhi),2128.11,2708.51,2418.31,3030.5
2024-09-15,Onion,Azadpur (Delhi),2186.55,2782.89,2484.72,400.3
2024-09-16,Onion,Azadpur (Delhi),2142.62,2726.98,2434.8,2722.3
2024-09-17,Onion,Azadpur (Delhi),2215.74,2820.04,2517.89,1591.5
2024-09-18,Onion,Azadpur (Delhi),2187.16,2783.66,2485.41,2668.3
2024-09-19,Onion,Azadpur (Delhi),2103.76,2677.52,2390.64,2024.2
2024-09-20,Onion,Azadpur (Delhi),2055.3,2615.84,2335.57,3058.8
2024-09-21,Onion,Azadpur (Delhi),2077.88,2644.58,2361.23,1851.1
2024-09-22,Onion,Azadpur (Delhi),1997.42,2542.16,2269.79,455.2
2024-09-23,Onion,Azadpur (Delhi),1950.7,2482.7,2216.7,3202.3
2024-09-24,Onion,Azadpur (Delhi),2062.24,2624.66,2343.45,1634.6
2024-09-25,Onion,Azadpur (Delhi),2171.35,2763.53,2467.44,1211.2
2024-09-26,Onion,Azadpur (Delhi),2174.17,2767.13,2470.65,2020.4
2024-09-27,Onion,Azadpur (Delhi),2316.48,2948.24,2632.36,1369.4
2024-09-28,Onion,Azadpur (Delhi),2279.82,2901.6,2590.71,1099.6
2024-09-29,Onion,Azadpur (Delhi),2303.52,2931.76,2617.64,842.6
2024-09-30,Onion,Azadpur (Delhi),2301.01,2928.55,2614.78,1198.4
2024-10-01,Onion,Azadpur (Delhi),2396.06,3049.54,2722.8,1915.6
2024-10-02,Onion,Azadpur (Delhi),2414.35,3072.81,2743.58,1613.4
2024-10-03,Onion,Azadpur (Delhi),2502.64,3185.18,2843.91,602.5
2024-10-04,Onion,Azadpur (Delhi),2349.0,2989.64,2669.32,2372.7
